,annotation_original,annotation_unique,annotation_unique_extra,blob
12817,"9.12, 97","H7, H162","H7.12, H162",Die assoziierten Unternehmen wenden zum Teil die Bilanzierungs- und Bewertungsmethoden des Handelsgesetzbuches an bzw. richten sich nach den lokalen Bilanzierungs- und Bewertungsmethoden. Die Summe der negativen Equity-Werte beträgt zum 31. Dezember 2016 T€ 0 (Vorjahr: T€ 3.299).
12818,9.20,H7,H7.20,Das Vorratsvermögen wird zu Anschaffungs- bzw. Herstellungskosten unter Beachtung des strengen Niederstwertprinzips bewertet. Die Bewertung der Herstellungskosten erfolgt unter Einbezug notwendiger Gemeinkosten.
12819,9.25,H7,H7.25,Forderungen und sonstige Vermögensgegenstände wurden mit ihrem Nominalwert angesetzt. Für erkennbare Einzelrisiken und das allgemeine Ausfallrisiko wurden Wertberichtigungen gebildet.
12820,9.33,H7,H7.33,Die flüssigen Mittel sind mit dem Nominalwert bilanziert.
12821,9.34,H7,H7.34,"Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen."
12822,"9.35, 25","H7, H31","H7.35, H31","Latente Steuern wurden nach dem „Temporary-Konzept“ als Differenz zwischen den handels- und steuerrechtlichen Wertansätzen für alle Bilanzposten separat berechnet. Es wurden nur diejenigen Differenzen berücksichtigt, die sich in späteren Geschäftsjahren voraussichtlich wieder abbauen. Darüber hinaus werden aktive latente Steuern auf die bestehenden steuerlichen Verlustvorträge gebildet, soweit innerhalb der nächsten fünf Jahre eine Verlustverrechnung zu erwarten ist. Die aktiven und passiven latenten Steuern im Geschäftsjahr werden auf Ebene der Gesellschaften saldiert und in Ausübung des Wahlrechts nach § 306 S. 2 HGB unsaldiert ausgewiesen."
12823,"9.35, 25","H7, H31","H7.35, H31",Die Bewertung der anzusetzenden Bilanzposten für latente Steuern basiert auf den unternehmensindividuellen Steuersätzen im jeweils zu erwartenden Zeitpunkt des Abbaus der jeweiligen Differenzen.
12824,9.37,H7,H7.37,Die Kapitalanteile der Kommanditisten werden zum Nennwert bilanziert.
12825,"9.48, 35, 36","H7, H50, H51","H7.48, H50, H51","Die Pensionsverpflichtungen werden auf der Grundlage versicherungsmathematischer Gutachten nach dem Anwartschaftsbarwertverfahren („Projected Unit Credit Method“) unter Berücksichtigung der Richttafeln 2005 G von Prof. Dr. Heubeck passiviert. Die erwarteten Lohn- und Gehaltssteigerungen betragen 0 v.H. Für die Abzinsung der Pensionsverpflichtung wird nicht mehr der auf Basis der von der Deutschen Bundesbank veröffentlichten durchschnittlichen Marktzinssätze der vergangenen sieben Geschäftsjahre (3,24 v.H.) zugrunde gelegt, sondern der nach § 253 Abs. 2 HGB veränderte Rechnungszins auf Basis der letzten zehn Jahre, welcher für 2016 4,01 v.H. beträgt. Der Differenzbetrag der Rückstellung aus den beiden unterschiedlichen Zinssätzen von T€ 157 ist nach gemäß § 253 Abs. 6 S. 1 HGB mit einer Ausschüttungssperre belegt."
12826,9.47,H7,H7.47,Die Rückstellungen sind gemäß § 253 Abs. 1 Satz 2 HGB in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages angesetzt worden.
12827,9.51,H7,H7.51,Die Verbindlichkeiten sind gemäß § 253 Abs. 1 Satz 2 HGB zu ihrem Erfüllungsbetrag angesetzt worden.
12828,"9.0, 98","H7, H163","H7.0, H163",Auf die Anpassung an die konzerneinheitliche Bewertung bei assoziierten Unternehmen gemäß § 312 Abs. 5 HGB wurde verzichtet.
12829,9.0,H7,H7.0,"Die aus Bewertungseinheiten, die zur Absicherung von Währungsrisiken gebildet wurden, resultierenden Aufwendungen und Erträge werden gemäß § 254 HGB i.V.m. § 256a HGB saldiert dargestellt."
12830,,None,None,"4. Angaben und Erläuterungen zum Konzernabschluss
"
12831,,None,None,a) Bilanz
12832,5.1,H3a,H3a.1,Anlagevermögen
12833,5.1,H3a,H3a.1,Die Gliederung und Entwicklung der einzelnen Posten des Anlagevermögens und die Abschreibungen des Berichtsjahres sind im beigefügten Anlagenspiegel dargestellt.
12834,"5.1, 2","H3a, H1b","H3a.1, H1b","In den „Grundstücke, grundstücksgleichen Rechten und Bauten“ waren im Vorjahr Vermögensgegenstände der amerikanischen Tochtergesellschaft, Hellmann Worldwide Logistics Inc., Miami, USA, in Höhe von T€ 3.317 enthalten, die anderen Anlagenklassen zuzuordnen sind. Die Vermögensgegenstände wurden im Berichtsjahr in die Anlagenklassen „Andere Anlagen, Betriebs- und Geschäftsausstattung“ (T€ 1.706) sowie „Geleistete Anzahlungen und Anlagen im Bau“ (T€ 1.611) umgebucht. Die vorgenannten Umbuchungen sind im beigefügten Anlagenspiegel in den Beträgen der Spalte Umbuchungen enthalten. Korrigiert um diese Beträge ergeben sich Umbuchungen von „Geleistete Anzahlungen und Anlagen in Bau“ (T€ -2.458) in „Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte“ (T€ 71), in Grundstücke, grundstücksgleiche Rechte und (T€ 72) sowie in „Andere Anlagen, Betriebs- und Geschäftsausstattung“ (T€ 2.315)."
12835,"5.18, 19","H3a, H19","H3a.18, H19",In den sonstigen Ausleihungen sind Ausleihungen an Gesellschafter in Höhe von T€ 15.226 (Vorjahr T€ 15.226) enthalten.
12836,5.25,H3a,H3a.25,Forderungen und sonstige Vermögensgegenstände
12837,5.29,H3a,H3a.29,"Die sonstigen Vermögensgegenstände enthalten Ansprüche aus Kautionen und Zöllen in Höhe von insgesamt T€ 44 (Vorjahr T€ 44), die eine Restlaufzeit von mehr als einem Jahr haben."
12838,"5.27, 7","H3a, H5","H3a.27, H5",Die Forderungen gegen verbundene Unternehmen resultieren aus Lieferungen und Leistungen.
12839,5.34,H3a,H3a.34,Rechnungsabgrenzungsposten
12840,"5.34, 23","H3a, H28","H3a.34, H28",Der aktive Rechnungsabgrenzungsposten enthält einen Unterschiedsbetrags (Disagio) in Höhe von T€ 1 (Vorjahr T€ 1).
12841,"5.35, 5.64, 25","H3a, H3a, H31","H3a.35, H3a.64, H31",Latente Steuern
12842,"5.35, 5.64, 25","H3a, H3a, H31","H3a.35, H3a.64, H31",Die aktiven und passiven latenten Steuern resultieren im Wesentlichen aus Steuern auf zeitliche Buchungsunterschiede sowie steuerliche Verlustvorträge.
12843,"5.35, 25, 27","H3a, H31, H33","H3a.35, H31, H33","Latente Steuern auf Verlustvorträge in Höhe von T€ 230.647 (Vorjahr T€ 181.044) wurden nicht aktiviert, da von einer Realisierung der Steueransprüche in absehbarer Zeit nicht auszugehen ist. Die Verlustvorträge zum 31. Dezember 2016, auf die aktive latente Steuern gebildet wurden, betreffen die Muttergesellschaft sowie in- und ausländische Tochtergesellschaften."
12844,"5.35, 5.64, 25","H3a, H3a, H31","H3a.35, H3a.64, H31",Folgende Differenzen und Steuersätze wurden bei der Berechnung zugrunde gelegt:
12845,"5.35, 5.64, 25","H3a, H3a, H31","H3a.35, H3a.64, H31","Bilanzposition Steuersatz Aktive latente Steuern
TEUR Passive latente Steuern
TEUR
Immaterielle Vermögensgegenstände 26,00% 0 -6
  28,00% 0 -4
  30,00% 18 -150
  34,00% 63 0
Sachanlagevermögen 15,00% 0 -3.995
  19,00% 0 -65
  24,00% 2 0
  26,00% 14 -2
  30,00% 238 0
  34,00% 170 0
  39,00% 2.048 0
Finanzanlagevermögen 26,00% 0 -23
  28,00% 0 -43
  30,00% 6 0
  34,00% 113 0
  39,00% 841 0
Umlaufvermögen und 20,00% 145 0
übrige Aktiva 22,00% 0 -26
  26,00% 0 -70
  28,00% 18 -111
  30,00% 88 0
  34,00% 23 0
Rückstellungen 22,00% 33 0
  24,00% 13 0
  28,00% 136 0
  30,00% 737 0
  34,00% 77 0
  39,00% 589 0
Verbindlichkeiten 17,00% 0 -73
  20,00% 1 0
  22,00% 172 0
  25,00% 76 0
  26,00% 127 0
  28,00% 380 0
  30,00% 1.043 0
  34,00% 12 0
  39,00% 1.698 0
Latente Steuern aus Verlustvorträgen 15,00% 3.995 0
  17,00% 145 0
  19,00% 92 0
  20,00% 13 0
  22,00% 8 0
  24,00% 6 0
  25,00% 1.995 0
  28,00% 529 0
  30,00% 400 0
  34,00% 91 0
  39,00% 18.227 0
Summe aus Bewertungsunterschieden   8.879 -4.567
Summe aus Verlustvorträgen   25.356 0
Umgliederung   -4.495 4.495
Gesamt   29.740 -72"
12846,"5.35, 5.64, 25","H3a, H3a, H31","H3a.35, H3a.64, H31",Zum Bilanzstichtag ergibt sich nach Gesamtdifferenzenbetrachtung der unsaldierten bilanzierten aktiven und passiven latenten Steuern ein Aktivüberhang der latenten Steuern von T€ 29.668 (Vorjahr: T€ 16.019). Die Veränderung der latenten Steuern ist im Wesentlichen auf die Aktivierung aktiver latenter Steuern auf Verlustvorträge in den USA zurückzuführen. Die Gesellschaft macht von dem Aktivierungswahrecht des § 274 Abs. 1 Satz 2 HGB Gebrauch.
12847,5.37,H3a,H3a.37,Eigenkapital
12848,"5.45, 33","H3a, H44","H3a.45, H44",Der Konzernbilanzgewinn enthält einen Gewinnvortrag in Höhe von T€ 117.470 (Vorjahr T€ 126.203).
12849,,None,None,Anteile im Fremdbesitz
12850,,None,None,In den Anteilen im Fremdbesitz sind negative Anteile mit einem Gesamtbetrag von T€ 852 (Vorjahr T€ 991) saldiert ausgewiesen.
12851,5.51,H3a,H3a.51,Verbindlichkeiten
12852,5.51,H3a,H3a.51,Die Restlaufzeiten der Verbindlichkeiten und die Besicherung sind im beigefügten Verbindlichkeitenspiegel dargestellt.
12853,"5.58, 7","H3a, H5","H3a.58, H5","Die Verbindlichkeiten gegenüber verbundenen Unternehmen enthalten kurzfristige Darlehen in Höhe von T€ 18 (Vorjahr T€ 0), alle weiteren Verbindlichkeiten resultieren aus Lieferungen und Leistungen."
12854,44,H65,H65,Haftungsverhältnisse
12855,"44, 45","H65, H 67","H65, H 67","Die Haftungsverhältnisse in Höhe von T€ 6.599 bestehen gegenüber Banken. Wir schätzen die Inanspruchnahme aus diesen Haftungsverhältnissen als äußerst gering ein, da alle Verpflichtungen, die den Haftungsverhältnissen gegenüber stehen, vollumfänglich erfüllt werden."
12856,,None,None,b) Gewinn- und Verlustrechnung
12857,,None,None,Erstanwendung des BilRUG
12858,49,H76,H76,Aufgrund der Erstanwendung des BilRUG im Geschäftsjahr 2016 sind die Umsatzerlöse nach § 277 Abs. 1 HGB nicht mit denen des Vorjahres vergleichbar. Die gemäß BilRUG nunmehr in den Umsatzerlösen berücksichtigten sonstigen betrieblichen Erträge (T€ 27.053) waren im Vorjahr in den sonstigen betrieblichen Erträgen (T€ 74.315) ausgewiesen. Somit hätten sich bei Anwendung des BilRUG im Vorjahr Umsatzerlöse in Höhe von T€ 2.348.327 und sonstige betriebliche Erträge in Höhe von T€ 47.262 ergeben. Außerdem würden im Vorjahr sonstige betriebliche Aufwendungen im Zusammenhang mit erbrachten Leistungen in Höhe von T€ 7.711 in den Materialaufwand unter bezogene Leistungen ausgewiesen.
12859,"5.66, 48","H3a, None","H3a.66, None",Aufgliederung der Umsatzerlöse
12860,"5.66, 48","H3a, None","H3a.66, None",Die Umsatzerlöse setzen sich wie folgt nach Regionen und Geschäftsbereichen zusammen:
12861,"5.66, 48","H3a, None","H3a.66, None","2016
T€
Europa 1.143.861
Amerika 500.173
Asien 336.112
OMEA 308.126
  2.288.272
2016
T€
Seafreight 762.779
Trailer 626.840
Airfreight 617.123
Contract Logistics & Consulting 157.527
Übriges 124.003
  2.288.272"
12862,5.88,H3a,H3a.88,Zinsen und ähnliche Aufwendungen
12863,"5.88, 53","H3a, H86","H3a.88, H86",In den sonstigen Zinsen und ähnlichen Aufwendungen werden Aufwendungen aus der Aufzinsung von Rückstellungen in Höhe von T€ 52 (Vorjahr T€ 51) ausgewiesen.
12864,55,H89,H89,Aufwendungen und Erträge von außergewöhnlicher Bedeutung
12865,55,H89,H89,Die Aufwendungen von außergewöhnlicher Bedeutung sind in Höhe von T€ 729 (Vorjahr T€ 323) im Personalaufwand sowie in Höhe von T€ 22.262 (Vorjahr T€ 8.058) in den sonstigen betrieblichen Aufwendungen enthalten. Sie setzen sich wie folgt zusammen:
12866,55,H89,H89,"2016
T€ 2015
T€
Beratungskosten 13.533 6.174
Restrukturierungskosten 3.469 1.051
Koordinierungsentgelt Finanzierung 3.300 0
Strafzinsen 1.538 812
Waiver Gebühr 975 344
Sonderzahlung Zinsswap 176 0
  22.991 8.381"
12867,52,H84,H84,Periodenfremde Aufwendungen/ Erträge
12868,52,H84,H84,"2016
T€ 2015
T€
Erträge    
Minderung Wertberichtung Forderungen 3.882 1.460
Auflösung von sonstigen Rückstellungen 1.250 3.994
Zahlungseingänge auf abgeschriebene Forderungen 214 518
Gesamt 5.346 5.972
Aufwendungen    
Forderungsverluste 1.412 1.690
Gesamt 1.412 1.690"
12869,54,H88,H88,Aufwendungen und Erträge aus der Währungsumrechnung
12870,"4.69, 54","H3, H88","H3.69, H88",In den sonstigen betrieblichen Erträgen sind Erträge aus der Währungsumrechnung in Höhe von T€ 39.388 (Vorjahr T€ 36.786) enthalten.
12871,"4.80, 54","H3, H88","H3.80, H88",Aufwendungen aus der Währungsumrechnung in Höhe von T€ 31.238 (Vorjahr T€ 33.456) sind in den sonstigen betrieblichen Aufwendungen enthalten.
12872,4.90,H3,H3.90,Steuern vom Einkommen und vom Ertrag
12873,"4.90, 56","H3, H91","H3.90, H91",In den Steuern vom Einkommen und vom Ertrag sind Erträge aus der Veränderung bilanzierter latenter Steuern in Höhe von T€ 13.406 (Vorjahr T€ 1.611) enthalten.
12874,57,H92,H92,Ergebnisanteile der Minderheitsgesellschafter
12875,57,H92,H92,In den Ergebnisanteilen anderer Gesellschafter sind im Geschäftsjahr Verluste in Höhe von T€ 46 (Vorjahr T€ 382) enthalten.
12876,,None,None,"5. Sonstige Angaben
"
12877,,None,None,a) Mitarbeiter
12878,58,FS58,FS58,Der Hellmann-Konzern beschäftigte im Geschäftsjahr 2016 durchschnittlich 10.433 (Vorjahr 10.018) Mitarbeiter. Die Ermittlung erfolgte quartalsweise einschließlich der Teilzeitkräfte.
12879,58,FS58,FS58,Aufteilung der Anzahl der Mitarbeiter nach Regionen:
12880,58,FS58,FS58,"2016
kaufmännische gewerbliche Summe
Europa 3.136 2.104 5.240
Asien 1.714 594 2.308
Amerika 1.205 777 1.982
OMEA 674 229 903
  6.729 3.704 10.433"
12881,62,H105,H105,b) Sonstige finanzielle Verpflichtungen
12882,62,H105,H105,Die sonstigen finanziellen Verpflichtungen belaufen sich am 31. Dezember 2016 auf T€ 176.516. Sie resultieren aus Miet- und Leasingverträgen. Hiervon entfallen T€ 156.906 auf Mietverträge und T€ 19.610 auf Operating-Leasingverträge.
12883,62,H105,H105,Die subsidiäre Haftung eines Tochterunternehmens als Trägerunternehmen gegenüber einem Pensionsfonds beträgt zum 31. Dezember 2016 T€ 10.125 (Vorjahr T€ 10.142).
12884,61,H103,H103,c) Art und Zweck sowie Risiken und Vorteile von nicht in der Konzernbilanz enthaltenen Geschäften gemäß § 314 Abs. 1 Nr. 2 HGB
12885,61,H103,H103,Leasing
12886,61,H103,H103,"Zum Teil wird die Betriebs- und Geschäftsausstattung über Operating-Leasing finanziert. Dies trägt zur Verringerung der Kapitalbindung bei. Das Investitionsrisiko verbleibt beim Leasinggeber. Die Leasingverträge haben eine Restlaufzeit von bis zu vier Jahren. Die Leasingaktivitäten sind mit finanziellen Belastungen in den nächsten vier Jahren von T€ 19.610 verbunden, die Bestandteil der sonstigen finanziellen Verpflichtungen sind."
12887,61,H103,H103,ABS-Transaktionen und Factoring
12888,61,H103,H103,"Es besteht eine revolvierende ABS-Transaktion, bei der Forderungen aus Lieferungen und Leistungen verkauft werden. Diese dient der Beschaffung liquider Mittel zwecks Finanzierung des operativen Geschäfts. Können Forderungen durch geringe Limitvergabe nicht verkauft werden, kann sich dies belastend auf die freie Liquidität auswirken. Zum 31. Dezember 2016 beläuft sich der Bestand an verkauften Forderungen auf € 120,7 Mio. Dementgegen stehen Forderungen gegenüber der Ankaufgesellschaften aus Einbehalten in Höhe von € 14,5 Mio. Demnach ergibt sich eine Inanspruchnahme dieser Finanzierung in Höhe von Netto € 106,2 Mio. Zudem ergaben sich Verbindlichkeiten aus den Zahlungseingängen auf die an die Ankaufgesellschaften verkauften Forderungen in Höhe von insgesamt € 4,1 Mio. Der Hellmann-Konzern ist für das Forderungsmanagement der verkauften Forderungen selbst verantwortlich."
12889,65,E39,E39,d) Honorar und Dienstleistungen des Abschlussprüfers gemäß § 314 Abs. 1 Nr. 9 HGB
12890,65,E39,E39,Das vom Abschlussprüfer als Aufwand erfasste Honorar für im Geschäftsjahr erbrachte Dienstleistungen setzt sich wie folgt zusammen:
12891,65,E39,E39,"2016
T€
Abschlussprüfungsleistungen 231
Steuerberatungsleistungen 207
Sonstige Leistungen 491
  929"
12892,47,H73,H73,e) Derivative Finanzinstrumente
12893,"30, 31, 32, 47","H35a, H36, None, H73","H35a, H36, None, H73","Am Bilanzstichtag bestehen Zins-Swaps und Zinscaps mit einem Nominalvolumen von T€ 39.389 die zur Absicherung des Zinsänderungsrisikos bei Bankdarlehen (Nominalvolumen T€ 58.658) eingesetzt werden und für die Bewertungseinheiten i.S.d. § 254 HGB (Mikro- und Portfolio-Hedges) gebildet wurden. Hinsichtlich der negativen Marktwerte dieser Finanzinstrumente T€ 820 wurde dementsprechend auf die Bildung einer Drohverlustrückstellung verzichtet. Der Ausgleich der gegenläufigen Zahlungsströme erfolgt über die Laufzeit der zugrunde liegenden Darlehen. Grundlage für die Ermittlung der Wirksamkeit (Effektivität) der Bewertungseinheiten ist die Übereinstimmung der bewertungsrelevanten Parameter von Grund- und Sicherungsgeschäft. Die Wirksamkeit der Sicherungsbeziehungen wird prospektiv mit der Critical Terms Match Methode überprüft. Diese wird angewendet, da jeweils alle Bewertungsparameter von Grund- und Sicherungsgeschäften im Wesentlichen übereinstimmen. Die Bewertung der derivativen Finanzinstrumente erfolgt nach der mark-to-market Methode. Für die bilanzielle Abbildung wird die Einfrierungsmethode angewendet."
12894,"30, 31, 32, 47","H35a, H36, None, H73","H35a, H36, None, H73","Zum Ausgleich von Wertänderungsrisiken bei Forderungen und Verbindlichkeiten aus Lieferungen und Leistungen in Fremdwährung aufgrund von Kursschwankungen werden Devisentermingeschäfte abgeschlossen. Grund- und Sicherungsgeschäft bilden wirtschaftlich eine Bewertungseinheit in Form von Portfolio-Hedges. In die Bewertungseinheiten sind zum Bilanzstichtag abgesicherte Volumen auf operative Zahlungseingänge in Höhe von TUSD 6.918 einbezogen. Die gegenläufigen Wertänderungen der Devisenterminkontrakte gleichen sich aus, da Grund- und Sicherungsgeschäft demselben Risiko ausgesetzt sind. Der zum Sicherungskurs umgerechnete Wert der Fremdwährungsgeschäfte in Euro beträgt insgesamt T€ 6.499. Der beizulegende Zeitwert dieser Fremdwährungsgeschäfte, der dem Marktwert entspricht, ist negativ und beträgt zum 31. Dezember 2016 insgesamt T€ 29. Zum Abschlussstichtag entspricht die Höhe der mit der gebildeten Bewertungseinheit abgesicherten Risiken dem Marktwert der Sicherungsgeschäfte. Grundlage für die Ermittlung der Wirksamkeit (Effektivität) der Bewertungseinheiten ist die Übereinstimmung der bewertungsrelevanten Parameter von Grund- und Sicherungsgeschäft. Die Wirksamkeit wird prospektiv festgestellt. Die beizulegenden Zeitwerte werden mit marktüblichen Bewertungsmethoden unter Berücksichtigung der am Bewertungsstichtag vorliegenden Marktdaten (Marktwerte) ermittelt. Devisentermingeschäfte werden einzeln auf Basis des Austauschbetrages mit den aktuellen Marktterminkursen am Abschlussstichtag im Vergleich zu den vereinbarten Termin- bzw. Kontraktkursen bewertet. Für die bilanzielle Abbildung wird die Einfrierungsmethode angewendet."
12895,64,None,None,f) Nachtragsbericht
12896,64,None,None,"Die im Geschäftsjahr 2016 begonnen Maßnahmen zur Neustrukturierung des Hellmann Konzerns in die drei Sparten Road & Rail, Air & Sea und Contract Logistic wurden in 2017 konsequent weitergeführt mit dem Ziel bereits in der Mitte des Geschäftsjahres 2017 die neue Struktur in Deutschland umzusetzen, während die ausländischen Gesellschaften im Geschäftsjahr 2018 folgen werden."
12897,64,None,None,"Es haben sich keine Sachverhalte nach dem Bilanzstichtag ergeben, die eine wesentliche Auswirkung auf die Vermögens-, Finanz- und Ertragslage des Konzerns haben."
12898,82,E51,E51,g) An Geschäftsführer gewährte Darlehen
12899,82,E51,E51,"An die Geschäftsführer werden Darlehen in Höhe von T€ 4.408 (Vorjahr T€ 6.425) gewährt. Als Verzinsung wurde ein Zinssatz von 0,5 % über dem EURIBOR jeweils zum ersten eines Monats vereinbart. Die Darlehen haben eine unbestimmte Laufzeit und können jederzeit getilgt werden."
