,annotation_original,annotation_unique,annotation_unique_extra,blob
8182,55,H89,H89,"2016
T€ 2015
T€
Beratungskosten 13.533 6.174
Restrukturierungskosten 3.469 1.051
Koordinierungsentgelt Finanzierung 3.300 0
Strafzinsen 1.538 812
Waiver Gebühr 975 344
Sonderzahlung Zinsswap 176 0
  22.991 8.381"
8183,52,H84,H84,Periodenfremde Aufwendungen/ Erträge
8184,52,H84,H84,"2016
T€ 2015
T€
Erträge    
Minderung Wertberichtung Forderungen 3.882 1.460
Auflösung von sonstigen Rückstellungen 1.250 3.994
Zahlungseingänge auf abgeschriebene Forderungen 214 518
Gesamt 5.346 5.972
Aufwendungen    
Forderungsverluste 1.412 1.690
Gesamt 1.412 1.690"
8185,54,H88,H88,Aufwendungen und Erträge aus der Währungsumrechnung
8186,"4.69, 54","H3, H88","H3.69, H88",In den sonstigen betrieblichen Erträgen sind Erträge aus der Währungsumrechnung in Höhe von T€ 39.388 (Vorjahr T€ 36.786) enthalten.
8187,"4.80, 54","H3, H88","H3.80, H88",Aufwendungen aus der Währungsumrechnung in Höhe von T€ 31.238 (Vorjahr T€ 33.456) sind in den sonstigen betrieblichen Aufwendungen enthalten.
8188,4.90,H3,H3.90,Steuern vom Einkommen und vom Ertrag
8189,"4.90, 56","H3, H91","H3.90, H91",In den Steuern vom Einkommen und vom Ertrag sind Erträge aus der Veränderung bilanzierter latenter Steuern in Höhe von T€ 13.406 (Vorjahr T€ 1.611) enthalten.
8190,57,H92,H92,Ergebnisanteile der Minderheitsgesellschafter
8191,57,H92,H92,In den Ergebnisanteilen anderer Gesellschafter sind im Geschäftsjahr Verluste in Höhe von T€ 46 (Vorjahr T€ 382) enthalten.
8192,,None,None,"5. Sonstige Angaben
"
8193,,None,None,a) Mitarbeiter
8194,58,FS58,FS58,Der Hellmann-Konzern beschäftigte im Geschäftsjahr 2016 durchschnittlich 10.433 (Vorjahr 10.018) Mitarbeiter. Die Ermittlung erfolgte quartalsweise einschließlich der Teilzeitkräfte.
8195,58,FS58,FS58,Aufteilung der Anzahl der Mitarbeiter nach Regionen:
8196,58,FS58,FS58,"2016
kaufmännische gewerbliche Summe
Europa 3.136 2.104 5.240
Asien 1.714 594 2.308
Amerika 1.205 777 1.982
OMEA 674 229 903
  6.729 3.704 10.433"
8197,62,H105,H105,b) Sonstige finanzielle Verpflichtungen
8198,62,H105,H105,Die sonstigen finanziellen Verpflichtungen belaufen sich am 31. Dezember 2016 auf T€ 176.516. Sie resultieren aus Miet- und Leasingverträgen. Hiervon entfallen T€ 156.906 auf Mietverträge und T€ 19.610 auf Operating-Leasingverträge.
8199,62,H105,H105,Die subsidiäre Haftung eines Tochterunternehmens als Trägerunternehmen gegenüber einem Pensionsfonds beträgt zum 31. Dezember 2016 T€ 10.125 (Vorjahr T€ 10.142).
8200,61,H103,H103,c) Art und Zweck sowie Risiken und Vorteile von nicht in der Konzernbilanz enthaltenen Geschäften gemäß § 314 Abs. 1 Nr. 2 HGB
8201,61,H103,H103,Leasing
8202,61,H103,H103,"Zum Teil wird die Betriebs- und Geschäftsausstattung über Operating-Leasing finanziert. Dies trägt zur Verringerung der Kapitalbindung bei. Das Investitionsrisiko verbleibt beim Leasinggeber. Die Leasingverträge haben eine Restlaufzeit von bis zu vier Jahren. Die Leasingaktivitäten sind mit finanziellen Belastungen in den nächsten vier Jahren von T€ 19.610 verbunden, die Bestandteil der sonstigen finanziellen Verpflichtungen sind."
8203,61,H103,H103,ABS-Transaktionen und Factoring
8204,61,H103,H103,"Es besteht eine revolvierende ABS-Transaktion, bei der Forderungen aus Lieferungen und Leistungen verkauft werden. Diese dient der Beschaffung liquider Mittel zwecks Finanzierung des operativen Geschäfts. Können Forderungen durch geringe Limitvergabe nicht verkauft werden, kann sich dies belastend auf die freie Liquidität auswirken. Zum 31. Dezember 2016 beläuft sich der Bestand an verkauften Forderungen auf € 120,7 Mio. Dementgegen stehen Forderungen gegenüber der Ankaufgesellschaften aus Einbehalten in Höhe von € 14,5 Mio. Demnach ergibt sich eine Inanspruchnahme dieser Finanzierung in Höhe von Netto € 106,2 Mio. Zudem ergaben sich Verbindlichkeiten aus den Zahlungseingängen auf die an die Ankaufgesellschaften verkauften Forderungen in Höhe von insgesamt € 4,1 Mio. Der Hellmann-Konzern ist für das Forderungsmanagement der verkauften Forderungen selbst verantwortlich."
8205,65,E39,E39,d) Honorar und Dienstleistungen des Abschlussprüfers gemäß § 314 Abs. 1 Nr. 9 HGB
8206,65,E39,E39,Das vom Abschlussprüfer als Aufwand erfasste Honorar für im Geschäftsjahr erbrachte Dienstleistungen setzt sich wie folgt zusammen:
8207,65,E39,E39,"2016
T€
Abschlussprüfungsleistungen 231
Steuerberatungsleistungen 207
Sonstige Leistungen 491
  929"
8208,47,H73,H73,e) Derivative Finanzinstrumente
8209,"30, 31, 32, 47","H35a, H36, None, H73","H35a, H36, None, H73","Am Bilanzstichtag bestehen Zins-Swaps und Zinscaps mit einem Nominalvolumen von T€ 39.389 die zur Absicherung des Zinsänderungsrisikos bei Bankdarlehen (Nominalvolumen T€ 58.658) eingesetzt werden und für die Bewertungseinheiten i.S.d. § 254 HGB (Mikro- und Portfolio-Hedges) gebildet wurden. Hinsichtlich der negativen Marktwerte dieser Finanzinstrumente T€ 820 wurde dementsprechend auf die Bildung einer Drohverlustrückstellung verzichtet. Der Ausgleich der gegenläufigen Zahlungsströme erfolgt über die Laufzeit der zugrunde liegenden Darlehen. Grundlage für die Ermittlung der Wirksamkeit (Effektivität) der Bewertungseinheiten ist die Übereinstimmung der bewertungsrelevanten Parameter von Grund- und Sicherungsgeschäft. Die Wirksamkeit der Sicherungsbeziehungen wird prospektiv mit der Critical Terms Match Methode überprüft. Diese wird angewendet, da jeweils alle Bewertungsparameter von Grund- und Sicherungsgeschäften im Wesentlichen übereinstimmen. Die Bewertung der derivativen Finanzinstrumente erfolgt nach der mark-to-market Methode. Für die bilanzielle Abbildung wird die Einfrierungsmethode angewendet."
8210,"30, 31, 32, 47","H35a, H36, None, H73","H35a, H36, None, H73","Zum Ausgleich von Wertänderungsrisiken bei Forderungen und Verbindlichkeiten aus Lieferungen und Leistungen in Fremdwährung aufgrund von Kursschwankungen werden Devisentermingeschäfte abgeschlossen. Grund- und Sicherungsgeschäft bilden wirtschaftlich eine Bewertungseinheit in Form von Portfolio-Hedges. In die Bewertungseinheiten sind zum Bilanzstichtag abgesicherte Volumen auf operative Zahlungseingänge in Höhe von TUSD 6.918 einbezogen. Die gegenläufigen Wertänderungen der Devisenterminkontrakte gleichen sich aus, da Grund- und Sicherungsgeschäft demselben Risiko ausgesetzt sind. Der zum Sicherungskurs umgerechnete Wert der Fremdwährungsgeschäfte in Euro beträgt insgesamt T€ 6.499. Der beizulegende Zeitwert dieser Fremdwährungsgeschäfte, der dem Marktwert entspricht, ist negativ und beträgt zum 31. Dezember 2016 insgesamt T€ 29. Zum Abschlussstichtag entspricht die Höhe der mit der gebildeten Bewertungseinheit abgesicherten Risiken dem Marktwert der Sicherungsgeschäfte. Grundlage für die Ermittlung der Wirksamkeit (Effektivität) der Bewertungseinheiten ist die Übereinstimmung der bewertungsrelevanten Parameter von Grund- und Sicherungsgeschäft. Die Wirksamkeit wird prospektiv festgestellt. Die beizulegenden Zeitwerte werden mit marktüblichen Bewertungsmethoden unter Berücksichtigung der am Bewertungsstichtag vorliegenden Marktdaten (Marktwerte) ermittelt. Devisentermingeschäfte werden einzeln auf Basis des Austauschbetrages mit den aktuellen Marktterminkursen am Abschlussstichtag im Vergleich zu den vereinbarten Termin- bzw. Kontraktkursen bewertet. Für die bilanzielle Abbildung wird die Einfrierungsmethode angewendet."
8211,64,None,None,f) Nachtragsbericht
8212,64,None,None,"Die im Geschäftsjahr 2016 begonnen Maßnahmen zur Neustrukturierung des Hellmann Konzerns in die drei Sparten Road & Rail, Air & Sea und Contract Logistic wurden in 2017 konsequent weitergeführt mit dem Ziel bereits in der Mitte des Geschäftsjahres 2017 die neue Struktur in Deutschland umzusetzen, während die ausländischen Gesellschaften im Geschäftsjahr 2018 folgen werden."
8213,64,None,None,"Es haben sich keine Sachverhalte nach dem Bilanzstichtag ergeben, die eine wesentliche Auswirkung auf die Vermögens-, Finanz- und Ertragslage des Konzerns haben."
8214,82,E51,E51,g) An Geschäftsführer gewährte Darlehen
8215,82,E51,E51,"An die Geschäftsführer werden Darlehen in Höhe von T€ 4.408 (Vorjahr T€ 6.425) gewährt. Als Verzinsung wurde ein Zinssatz von 0,5 % über dem EURIBOR jeweils zum ersten eines Monats vereinbart. Die Darlehen haben eine unbestimmte Laufzeit und können jederzeit getilgt werden."
8216,,None,None,h) Bezüge der Geschäftsführung
8217,77,E45,E45,Auf die Angabe der Gesamtbezüge der Geschäftsführung wird in analoger Anwendung der Schutzklausel des § 286 Abs. 4 HGB verzichtet.
8218,,None,None,"Osnabrück, den 19. Mai 2017"
8219,68,FS61b,FS61b,Konsolidierungskreis
8220,68,FS61b,FS61b,"Name und Sitz Anteil am gezeichneten Kapital Art der Einbeziehung
% 
Hellmann Immobilien GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
Hellmannn Verwaltungs SE, Hamburg 100,00 Vollkonsolidierung
Beteiligungsgesellschaft Hellmann mit beschränkter Haftung, Osnabrück 100,00 Vollkonsolidierung
Hellmann Immobilien Verwaltungsgesellschaft mbH & Co. KG, Polch 100,00 Vollkonsolidierung
Hellmann Immobilien Beteiligungsgesellschaft mbH, Polch 100,00 Vollkonsolidierung
Hellmann Immobilien Verwaltungsgesellschaft mbH & Co. KG, Neunkirchen 100,00 Vollkonsolidierung
Hellmann Immobilien Beteiligungsgesellschaft mbH, Neunkirchen 100,00 Vollkonsolidierung
Hellmann Ersatzteillogistik GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
UKE Consult und Management GmbH, Hamburg 60,00 Vollkonsolidierung
EUROS Versicherungssysteme GmbH, Osnabrück 100,00 Vollkonsolidierung
Hellmann eCommerce GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
Hellmann eCommerce Verwaltungsgesellschaft mbH , Osnabrück 100,00 Vollkonsolidierung
HWL Americas GmbH, Osnabrück 100,00 Vollkonsolidierung
Hellmann International Forwarders GmbH, Osnabrück 100,00 Vollkonsolidierung
CARGO SL Mobilien-Leasing GmbH & Co.KG, Mannheim 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Road & Rail GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Air & Sea GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics CL GmbH & Co. KG, Osnabrück 100,00 Vollkonsolidierung
Beteiligungsgesellschaft HWL Road & Rail GmbH, Osnabrück 100,00 Vollkonsolidierung
Beteiligungsgesellschaft HWL Air & Sea GmbH, Osnabrück 100,00 Vollkonsolidierung
Beteiligungsgesellschaft HWL CL GmbH, Osnabrück 100,00 Vollkonsolidierung
HELLMANN Worldwide Logistics Mannheim GmbH & Co. KG, Mannheim 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics GmbH, Bielefeld 97,14 Vollkonsolidierung
Nelke-Nicolai Verwaltungs GmbH, Osterweddingen 100,00 Vollkonsolidierung
ELC Paris SAS, Tigery, Frankreich 51,00 Vollkonsolidierung
Hellman Finance & Service GmbH, Salzburg, Österreich 100,00 Vollkonsolidierung
Hellmann Holding Finance & Service GmbH, Salzburg, Österreich 100,00 Vollkonsolidierung
Hellmann Beteiligungsholding GmbH, Salzburg, Österreich 100,00 Vollkonsolidierung
Night Star Express Hellmann B.V., s´Heerenberg, Niederlande 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Property B.V., s´Heerenberg, Niederlande 100,00 Vollkonsolidierung
Night Star Express Hellmann S.A., Welkenraedt, Belgien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics N.V., Zaventem, Belgien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics A/S, Kastrup, Dänemark 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Polska Sp.z o.o.sp.k., Raszyn, Polen 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Bradford, Großbritannien 100,00 Vollkonsolidierung
Filman Ltd., Bradford, Großbritannien 100,00 Vollkonsolidierung
HIF Holdings (UK) Ltd., Bradford, Großbritannien 100,00 Vollkonsolidierung
Pelorus International Shipping Ltd., Lichfield, Großbritannien 100,00 Vollkonsolidierung
HPL Kensington Ltd., Esher Surrey, Großbritannien 100,00 Vollkonsolidierung
Kensington Freight Services Ltd., Colnbrook, Großbritannien 100,00 Vollkonsolidierung
Kensington Distribution Services Ltd., Colnbrook, Großbritannien 100,00 Vollkonsolidierung
HPL Sea Freight Ltd., Colnbrook, Großbritannien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics, s.r.o., Prag, Tschechien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics S.A., Barcelona, Spanien 100,00 Vollkonsolidierung
Hellmann Shared Service Center Kft (GmbH), Budapest, Ungarn 90,00 Vollkonsolidierung
Hellmann Worldwide Logistics GmbH, Salzburg, Österreich 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Kft., Vecsés, Ungarn 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Romania S.R.L., Otopeni, Rumänien 100,00 Vollkonsolidierung
Hellmann Holding B.V., Rotterdam, Niederlande 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics B.V., Rotterdam, Niederlande 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Transport B.V., Rotterdam, Niederlande 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Nakliyat Ltd.Sirketi, Istanbul, Türkei 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics (Pty.) Ltd., Johannesburg, Südafrika 100,00 Vollkonsolidierung
HIF Properties Isando (Pty.) Ltd., Johannesburg, Südafrika 100,00 Vollkonsolidierung
Hellmann Worldwide Supply Chain Services SA (Pty) Ltd., Johannesburg, Südafrika 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Port Louis, Mauritius 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Madagascar Sarl, Antananarivo, Madagaskar 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Zambia Ltd., Lusaka, Zambia 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Dar es Salaam, Tansania 100,00 Vollkonsolidierung
Mwagy Investment Company Limited, Tansania 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics LLC.,Dubai, Vereinigte Arabische Emirate 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Kuwait W.L.L, Kuwait-City, Kuwait 100,00 Vollkonsolidierung
Continental Marine International Ltd., Isle of Man 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Saudi Arabia Pvt. Ltd., Jeddah, Saudi Arabien 51,00 Vollkonsolidierung
Hellmann Worldwide Logistics Inc., Miami, USA 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Finance Alpha LLC, Miami, USA 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Finance Beta LLC, Doral, USA 100,00 Vollkonsolidierung
Hellmann CLC Inc., Florida, USA 100,00 Vollkonsolidierung
Hellmann Service Center S.A., La Aurora, Costa Rica 100,00 Vollkonsolidierung
HPL-APOLLO LLC, Los Angeles, USA 50,00 Vollkonsolidierung
Hellmann Worldwide Logistics Inc., Toronto, Kanada 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics (Cuba) GmbH, Osnabrück 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics S.A. de C.V., Mexico City, Mexico 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Holding S.A. de C.V., Mexico City, Mexico 100,00 Vollkonsolidierung
Hellmann Contract Logistics S.A. de C.V., Mexico City, Mexico 75,00 Vollkonsolidierung
Hellmann Worldwide Logistics S.A., Buenos Aires, Argentinien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics do Brasil Ltd., Sao Paulo, Brasilien 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltda (Chile), Santiago, Chile 100,00 Vollkonsolidierung
HPL ALFINCO S.A., Santiago, Chile 99,99 Vollkonsolidierung
Hellmann Worldwide Logistics Ltda, Santiago, Chile 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Pty. Ltd., Sydney, Australien 80,00 Vollkonsolidierung
Chilltainers Hellmann Limited, Sydney, Australien 80,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Auckland, Neuseeland 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics LLP,Singapur 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Sdn Bhd, Kuala Lumpur, Malaysia 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics (Vietnam) Ltd., Ho-Chi-Minh City, Vietnam 100,00 Vollkonsolidierung
Hellmann Logistics (Thailand) Co. Ltd., Bangkok, Thailand* 75,00 Vollkonsolidierung
Hellmann Worldwide Logistics LLC, Phnom Penh, Kambodscha 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Inc., Seoul, Korea 100,00 Vollkonsolidierung
New Air Generation Inc., Seoul, Korea 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics India (Pvt) Ltd., New Delhi, Indien 100,00 Vollkonsolidierung
RG Cargo Services India Private Limited, Tamil Nadu, Indien 100,00 Vollkonsolidierung
Hellmann Transport India Private Limited, Gurgaon, Indien 99,99 Vollkonsolidierung
Hellmann Worldwide Logistics (Pvt) Ltd., Colombo, Sri Lanka 51,00 Vollkonsolidierung
H.I.F. Logistics (Private) Ltd., Colombo, Sri Lanka 51,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Dhaka, Bangladesh 51,00 Vollkonsolidierung
Hellmann Worldwide Logistics Pakistan (Pvt) Ltd., Karachi, Pakistan 80,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Taipei, Taiwan 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Ltd., Hong Kong 100,00 Vollkonsolidierung
Hellmann Perishable Logistics Ltd., Hong Kong 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics (China) Ltd., Shanghai, China 100,00 Vollkonsolidierung
Shenzhen Hellmann Worldwide Logistics Ltd., China 100,00 Vollkonsolidierung
China Ocean Enterprises Ltd., Hong Kong 100,00 Vollkonsolidierung
World Harbour Enterprises Ltd., Hong Kong 100,00 Vollkonsolidierung
S2M Logistics Ltd., Hong Kong 100,00 Vollkonsolidierung
Hellmann Worldwide Logistics Inc., Tokyo, Japan 100,00 Vollkonsolidierung"
8221,69,H123,H123,"Hellmann East Europe Management GmbH, Osnabrück 51,00 at equity
Hellmann East Europe GmbH & Co. KG, Osnabrück 51,00 at equity
HEE Trans European Management GmbH, Osnabrück 51,00 at equity
Engemann East GmbH & Co. KG, Hilden 26,01 at equity
EHE Management GmbH, Hilden 26,01 at equity
BATOR Management KG, Erkrath 51,00 at equity
Night Star Express Hellmann & Honold GmbH & Co. KG, Neu Ulm 50,00 at equity
VDH Arbeitsgemeinschaft Charité GbR, Berlin 33,33 at equity
Hellmann Cheari Consulting GmbH & Co. KG, Osnabrück 50,00 at equity
LH Bekleidungsgesellschaft mbH & Co. KG, Köln 50,00 at equity
Rhenus & Hellmann GmbH & Co., Großschirma 50,00 at equity
Hellmann Customs Broker OOO, Moskau, Russland 28,20 at equity
Hellmann East Europe Distributor OOO, Moskau, Russland 33,15 at equity
Hellmann East Europe OOO, Moskau, Russland 51,00 at equity
Hellmann East Europe Logistics OOO, Moskau, Russland 51,00 at equity
Hellmann Worldwide Logistics OÜ, Tallin, Estland 35,70 at equity
Hellmann Worldwide Logistics SIA, Riga, Lettland 35,70 at equity
Hellmann East Europe TOV, Kiew, Ukraine 35,70 at equity
Hellmann East Europe SOOO, Minsk, Weissrussland 35,70 at equity
Hellmann Worldwide Logistics UAB, Vilnius, Litauen 29,84 at equity
Hellmann Worldwide Logistics MMC, Baku, Aserbaidschan 26,01 at equity
Hellmann East Europe Overseas OOO, Odessa, Ukraine 35,70 at equity
Hellmann Worldwide Logistics TOO, Almaty, Kasachstan 51,00 at equity
Rudolph & Hellmann Automotive Ltd., Lichfield, Großbritannien 50,00 at equity
Investransport S.A., Madrid, Spanien 33,32 at equity
Rudolph & Hellmann Automotive FZCO., Dubai, Vereinigte Arabische Emirate 50,00 at equity
Hellmann Calipar Healthcare Logistics DWL-LLC, Ltd., Dubai, Vereinigte Arabische Emirate 50,00 at equity
Hellmann Worldwide Logistics S.A.C., Lima, Peru 50,00 at equity"
